ratings,price,brand,color,storage,processor_type,resolution,size
4.4,243,redmi,black,128GB,mediatek,Full HD,6.5
4.3,230,oppo,black,256GB,mediatek,Full HD,6.4
4.5,364,oppo,black,128GB,mediatek,Full HD,6.5
4.4,170,oppo,black,128GB,qualcomm,Full HD,6.5
4.0,371,samsung,green,128GB,intel,Full HD,6.7
4.3,194,samsung,blue,64GB,samsung,Full HD,6.4
4.4,310,vivo,black,256GB,mediatek,Full HD,6.8
4.3,157,samsung,green,128GB,samsung,HD,6.5
4.1,291,mi,silver,128GB,qualcomm,Full HD,6.7
4.3,220,oppo,black,128GB,intel,HD,6.6
4.4,154,redmi,blue,64GB,qualcomm,Full HD,5.5
4.2,157,redmi,black,64GB,intel,Full HD,6.4
4.2,198,redmi,blue,128GB,intel,HD,6.4
4.2,260,xiaomi,black,128GB,qualcomm,4K,6.5
4.2,262,redmi,blue,128GB,intel,Full HD,6.7
4.3,303,oneplus,grey,128GB,intel,Full HD,6.4
4.4,165,redmi,grey,64GB,qualcomm,HD,6.0
4.4,148,oppo,blue,64GB,mediatek,HD,6.6
4.4,364,oneplus,grey,128GB,intel,4K,6.4
4.2,328,redmi,blue,256GB,mediatek,Full HD,6.7
4.0,133,samsung,blue,32GB,mediatek,HD,6.2
4.4,157,vivo,black,32GB,mediatek,HD,6.5
4.5,206,redmi,blue,64GB,qualcomm,Full HD,6.0
4.2,141,samsung,blue,64GB,mediatek,HD,6.6
4.1,133,infinix,black,32GB,mediatek,4K,6.0
4.4,140,realme,green,128GB,mediatek,HD,6.5
4.4,121,vivo,blue,32GB,qualcomm,HD,6.3
4.3,218,redmi,green,128GB,qualcomm,Full HD,6.4
4.3,164,vivo,blue,128GB,mediatek,HD,6.5
4.2,285,oneplus,blue,128GB,intel,Full HD,6.4
4.2,158,realme,blue,64GB,mediatek,HD,6.5
4.3,206,vivo,black,128GB,mediatek,HD,6.5
4.2,133,samsung,blue,64GB,qualcomm,HD,6.5
4.5,219,oppo,green,256GB,mediatek,Full HD,6.5
4.3,303,vivo,black,128GB,qualcomm,Full HD,6.4
4.4,206,vivo,white,128GB,qualcomm,Full HD,6.6
4.2,133,redmi,green,128GB,qualcomm,HD,6.7
4.1,166,tecno,blue,128GB,mediatek,4K,6.9
3.9,158,tecno,blue,128GB,intel,4K,6.8
4.3,206,vivo,blue,64GB,qualcomm,HD,6.5
4.4,213,samsung,black,64GB,samsung,4K,6.4
4.2,145,redmi,blue,64GB,intel,Full HD,6.5
4.3,100,vivo,black,32GB,mediatek,HD,6.2
4.3,188,samsung,green,128GB,qualcomm,Full HD,6.6
4.3,121,vivo,black,32GB,qualcomm,HD,6.5
4.3,237,vivo,black,128GB,intel,Full HD,6.8
4.3,303,vivo,blue,128GB,mediatek,Full HD,6.4
4.4,291,samsung,black,64GB,samsung,4K,6.4
4.4,364,oneplus,silver,128GB,intel,Full HD,6.5
4.0,119,oppo,silver,32GB,intel,HD,6.5
4.2,371,samsung,black,128GB,qualcomm,Full HD,6.7
4.3,156,samsung,black,32GB,qualcomm,HD,6.5
4.3,260,samsung,silver,128GB,intel,Full HD,6.5
4.2,243,motorola,grey,128GB,qualcomm,Full HD,6.6
4.2,109,tecno,purple,64GB,mediatek,4K,6.6
4.2,171,samsung,silver,128GB,mediatek,Full HD,6.7
4.2,279,mi,black,128GB,qualcomm,Full HD,6.7
4.5,228,samsung,black,128GB,samsung,Full HD,6.4
4.5,145,realme,blue,64GB,qualcomm,HD,6.5
4.2,138,samsung,black,64GB,samsung,4K,6.4
4.3,220,oppo,blue,128GB,intel,HD,6.6
4.2,375,samsung,black,128GB,qualcomm,4K,6.7
4.2,278,xiaomi,black,128GB,qualcomm,4K,6.5
3.8,236,vivo,black,256GB,mediatek,Full HD,6.8
4.2,121,motorola,green,64GB,qualcomm,Full HD,6.5
4.1,121,motorola,gold,32GB,mediatek,HD,5.5
4.4,334,vivo,black,128GB,mediatek,Full HD,6.8
4.3,102,tecno,purple,64GB,mediatek,Full HD,6.6
4.3,230,oppo,blue,64GB,mediatek,HD,6.5
4.3,152,samsung,green,128GB,intel,Full HD,6.1
4.3,133,infinix,purple,64GB,mediatek,HD,6.8
4.2,388,oppo,black,256GB,mediatek,Full HD,6.4
4.3,182,redmi,gold,128GB,qualcomm,Full HD,6.7
4.1,145,redmi,grey,64GB,qualcomm,HD,5.5
4.1,104,tecno,blue,64GB,mediatek,HD,6.6
4.4,194,oppo,green,64GB,mediatek,HD,6.2
4.2,102,tecno,blue,64GB,mediatek,4K,6.6
4.2,121,vivo,gold,64GB,mediatek,HD,6.5
4.5,103,realme,black,32GB,mediatek,HD,6.2
4.3,115,vivo,white,32GB,mediatek,HD,6.5
4.4,161,oppo,green,64GB,intel,HD,6.6
4.4,291,oppo,green,128GB,mediatek,4K,6.5
4.2,182,infinix,blue,128GB,mediatek,Full HD,6.7
4.1,128,mi,green,128GB,qualcomm,Full HD,6.7
4.5,291,vivo,black,64GB,qualcomm,Full HD,6.3
4.2,176,redmi,white,64GB,intel,Full HD,6.5
4.1,151,samsung,black,64GB,samsung,HD,6.5
4.4,331,vivo,blue,256GB,mediatek,Full HD,6.4
4.4,170,vivo,blue,64GB,qualcomm,HD,6.3
4.2,310,vivo,black,256GB,mediatek,Full HD,6.6
4.2,157,samsung,green,64GB,intel,Full HD,6.4
4.5,364,oppo,grey,128GB,mediatek,Full HD,6.5
4.6,371,oneplus,blue,128GB,qualcomm,Full HD,6.5
4.5,171,redmi,silver,64GB,intel,Full HD,6.6
4.3,230,realme,blue,128GB,qualcomm,Full HD,6.7
4.1,310,mi,green,256GB,qualcomm,Full HD,6.7
4.2,200,samsung,silver,128GB,intel,4K,6.6
4.4,145,redmi,blue,32GB,qualcomm,Full HD,6.3
4.3,100,redmi,blue,32GB,qualcomm,HD,6.2
4.5,286,vivo,grey,256GB,qualcomm,Full HD,6.6
4.5,255,realme,black,256GB,intel,Full HD,6.4
4.2,297,samsung,gold,128GB,qualcomm,Full HD,6.7
4.4,139,redmi,blue,64GB,mediatek,Full HD,6.5
4.5,387,oneplus,black,128GB,intel,Full HD,6.5
4.4,334,vivo,black,128GB,qualcomm,Full HD,6.6
4.2,170,samsung,green,128GB,samsung,Full HD,6.6
4.1,340,samsung,black,128GB,samsung,Full HD,6.4
4.5,145,oppo,blue,64GB,qualcomm,HD,6.5
4.2,145,oppo,black,64GB,mediatek,HD,6.5
4.1,154,samsung,green,64GB,intel,HD,6.5
4.4,206,oppo,gold,64GB,qualcomm,HD,6.2
4.2,291,redmi,black,128GB,intel,Full HD,6.7
4.4,304,vivo,blue,256GB,mediatek,Full HD,6.8
3.9,248,samsung,green,256GB,samsung,Full HD,6.7
4.4,364,oneplus,grey,128GB,intel,Full HD,6.4
4.1,253,oppo,black,128GB,qualcomm,Full HD,6.4
4.3,121,infinix,silver,64GB,mediatek,Full HD,6.6
4.2,136,samsung,green,64GB,intel,Full HD,6.6
4.3,257,vivo,green,128GB,qualcomm,Full HD,6.4
4.3,303,samsung,blue,128GB,qualcomm,Full HD,6.5
4.1,188,motorola,blue,128GB,qualcomm,Full HD,6.5
4.4,230,oppo,gold,64GB,mediatek,HD,5.5
4.5,352,redmi,white,128GB,qualcomm,Full HD,6.4
4.1,242,realme,black,128GB,intel,Full HD,6.4
4.3,316,samsung,white,128GB,samsung,Full HD,6.4
4.2,255,oppo,white,128GB,qualcomm,Full HD,6.5
4.3,376,oppo,gold,64GB,qualcomm,Full HD,6.0
4.4,129,redmi,grey,32GB,qualcomm,Full HD,5.5
4.1,182,tecno,black,256GB,mediatek,Full HD,6.8
4.3,359,vivo,black,128GB,mediatek,Full HD,6.6
4.2,359,vivo,blue,128GB,mediatek,Full HD,6.6
4.3,109,redmi,blue,64GB,mediatek,HD,6.5
4.3,145,samsung,white,64GB,samsung,HD,6.5
4.2,249,samsung,black,128GB,mediatek,HD,6.4
4.4,133,oppo,silver,64GB,mediatek,HD,6.2
4.4,158,vivo,black,128GB,mediatek,Full HD,6.6
4.2,131,tecno,black,64GB,mediatek,4K,6.9
4.5,182,redmi,black,64GB,qualcomm,Full HD,6.0
4.5,290,vivo,blue,128GB,intel,Full HD,6.4
4.4,182,realme,white,64GB,mediatek,Full HD,6.5
4.5,127,redmi,blue,32GB,qualcomm,HD,6.0
4.4,206,vivo,blue,64GB,mediatek,HD,6.5
4.1,152,tecno,grey,128GB,mediatek,HD,6.8
4.4,255,vivo,white,128GB,qualcomm,4K,6.4
4.1,182,tecno,white,256GB,mediatek,Full HD,6.8
3.8,401,oppo,blue,256GB,mediatek,Full HD,6.7
4.3,334,samsung,white,128GB,qualcomm,Full HD,6.4
4.5,206,redmi,white,64GB,mediatek,Full HD,6.5
4.5,182,realme,blue,64GB,mediatek,Full HD,6.6
4.1,164,samsung,blue,128GB,mediatek,HD,6.4
4.3,170,vivo,blue,64GB,mediatek,HD,6.5
4.3,188,vivo,white,64GB,qualcomm,HD,6.5
4.3,188,vivo,green,128GB,mediatek,HD,6.5
4.5,316,oneplus,black,128GB,intel,Full HD,6.7
4.3,364,oneplus,blue,128GB,intel,Full HD,6.7
4.4,170,vivo,blue,64GB,mediatek,HD,6.3
4.4,182,vivo,blue,128GB,qualcomm,Full HD,6.6
4.5,206,redmi,gold,64GB,qualcomm,Full HD,6.0
4.3,384,oneplus,grey,128GB,intel,4K,6.7
4.4,177,mi,black,64GB,qualcomm,Full HD,5.5
4.4,206,vivo,black,64GB,qualcomm,HD,6.5
4.0,249,tecno,grey,256GB,mediatek,4K,6.8
4.3,229,samsung,white,64GB,samsung,Full HD,6.4
4.4,133,redmi,black,128GB,mediatek,Full HD,6.6
4.0,376,mi,black,256GB,qualcomm,Full HD,6.7
4.3,109,infinix,white,128GB,mediatek,HD,6.6
4.1,127,samsung,black,64GB,samsung,HD,6.5
4.3,109,infinix,black,128GB,mediatek,HD,6.6
4.3,164,vivo,blue,64GB,mediatek,HD,6.5
4.0,255,redmi,blue,256GB,qualcomm,Full HD,6.7
4.4,255,redmi,white,128GB,qualcomm,Full HD,6.7
4.1,149,redmi,white,128GB,intel,Full HD,6.5
4.2,133,infinix,purple,64GB,mediatek,Full HD,7.0
4.4,133,redmi,blue,32GB,qualcomm,Full HD,6.0
4.3,395,oppo,silver,256GB,mediatek,Full HD,6.7
4.4,170,oppo,blue,32GB,mediatek,HD,6.2
4.4,218,oppo,white,128GB,qualcomm,Full HD,6.5
4.2,291,xiaomi,black,128GB,mediatek,Full HD,6.7
4.4,206,redmi,white,64GB,mediatek,Full HD,6.4
4.1,230,redmi,blue,128GB,qualcomm,Full HD,6.7
4.3,109,tecno,blue,64GB,intel,HD,6.6
4.2,170,samsung,purple,128GB,mediatek,Full HD,6.6
4.3,303,realme,black,256GB,mediatek,Full HD,6.7
4.3,121,infinix,purple,64GB,mediatek,HD,6.8
4.3,279,oppo,silver,64GB,mediatek,Full HD,6.2
4.4,151,oppo,black,64GB,mediatek,HD,6.6
4.3,315,samsung,blue,128GB,qualcomm,Full HD,6.5
4.1,340,oppo,black,128GB,mediatek,Full HD,6.2
4.4,170,vivo,black,32GB,mediatek,HD,6.1
4.2,194,redmi,blue,128GB,mediatek,Full HD,6.6
4.2,255,samsung,blue,64GB,samsung,4K,6.4
4.2,316,samsung,green,128GB,samsung,Full HD,6.7
4.2,257,redmi,black,128GB,intel,Full HD,6.6
3.8,104,oppo,black,32GB,intel,HD,6.1
4.3,194,motorola,blue,64GB,qualcomm,Full HD,6.3
4.2,212,mi,white,128GB,qualcomm,HD,6.1
4.3,371,oneplus,blue,256GB,intel,4K,6.4
4.3,371,vivo,gold,128GB,mediatek,Full HD,6.6
4.3,315,vivo,black,128GB,mediatek,Full HD,6.4
4.0,401,oppo,blue,256GB,mediatek,Full HD,6.7
4.1,163,tecno,white,128GB,mediatek,Full HD,6.8
4.5,243,vivo,black,128GB,mediatek,4K,6.4
4.5,206,vivo,black,128GB,qualcomm,Full HD,6.6
4.3,115,redmi,green,32GB,mediatek,HD,6.5
4.3,348,samsung,silver,128GB,mediatek,4K,6.6
4.1,247,redmi,white,128GB,intel,Full HD,6.7
4.3,145,samsung,blue,128GB,samsung,HD,6.5
4.5,206,redmi,blue,64GB,mediatek,Full HD,6.5
4.5,279,redmi,blue,64GB,qualcomm,Full HD,6.4
4.4,351,oneplus,grey,128GB,intel,Full HD,6.7
4.1,315,oneplus,grey,128GB,qualcomm,Full HD,6.4
4.4,352,realme,green,256GB,mediatek,Full HD,6.4
4.5,243,oppo,white,256GB,mediatek,Full HD,6.5
4.5,156,samsung,blue,128GB,samsung,HD,6.5
4.3,111,infinix,blue,64GB,mediatek,HD,6.8
4.3,283,tecno,black,256GB,intel,4K,6.4
4.1,279,oneplus,grey,256GB,qualcomm,Full HD,6.4
4.5,194,redmi,white,64GB,qualcomm,Full HD,6.3
4.4,194,oppo,blue,64GB,qualcomm,HD,6.2
4.5,322,realme,white,256GB,mediatek,Full HD,6.7
4.1,145,motorola,purple,64GB,qualcomm,HD,6.8
4.3,121,vivo,blue,32GB,mediatek,HD,6.5
3.9,188,oneplus,green,128GB,intel,2K,6.7
4.4,273,realme,blue,256GB,mediatek,Full HD,6.7
4.2,176,samsung,white,64GB,mediatek,HD,6.5
4.2,205,samsung,blue,128GB,intel,4K,6.6
4.2,188,realme,green,128GB,qualcomm,2K,6.7
4.5,279,oppo,gold,64GB,qualcomm,Full HD,6.0
4.3,218,oneplus,black,128GB,intel,Full HD,6.6
4.0,255,redmi,black,256GB,qualcomm,Full HD,6.7
4.3,170,oppo,purple,64GB,qualcomm,HD,6.2
4.4,303,vivo,black,128GB,qualcomm,Full HD,6.4
4.2,230,infinix,black,128GB,mediatek,Full HD,6.8
4.5,206,vivo,black,64GB,qualcomm,Full HD,6.6
3.9,316,vivo,gold,256GB,mediatek,Full HD,6.4
4.2,254,samsung,grey,128GB,qualcomm,HD,6.6
4.4,298,samsung,black,128GB,intel,Full HD,6.5
4.3,182,infinix,gold,128GB,mediatek,Full HD,6.8
4.1,286,xiaomi,black,256GB,qualcomm,Full HD,6.7
4.3,176,samsung,black,128GB,samsung,4K,6.4
4.2,103,samsung,blue,32GB,samsung,HD,6.5
4.1,241,samsung,black,32GB,mediatek,Full HD,5.7
4.2,164,realme,blue,128GB,intel,4K,6.7
4.3,280,oneplus,black,256GB,intel,4K,6.6
4.2,303,xiaomi,black,128GB,mediatek,Full HD,6.7
4.5,103,realme,blue,32GB,mediatek,HD,6.2
4.1,170,redmi,blue,64GB,intel,Full HD,6.4
4.3,194,infinix,green,128GB,mediatek,Full HD,7.0
4.4,206,samsung,blue,64GB,qualcomm,HD,6.0
4.1,383,samsung,black,256GB,samsung,Full HD,6.5
4.3,127,samsung,green,128GB,samsung,Full HD,6.6
4.2,271,samsung,gold,64GB,samsung,Full HD,6.0
4.5,121,oppo,gold,64GB,mediatek,HD,6.6
4.4,139,samsung,black,32GB,samsung,HD,5.6
4.2,364,samsung,silver,128GB,samsung,Full HD,6.5
4.4,303,vivo,blue,128GB,qualcomm,Full HD,6.4
4.5,133,realme,blue,64GB,qualcomm,HD,6.5
4.3,364,realme,black,128GB,mediatek,Full HD,6.5
4.1,158,motorola,blue,128GB,mediatek,Full HD,6.4
4.0,310,oneplus,black,256GB,intel,Full HD,6.6
4.3,182,redmi,green,64GB,mediatek,Full HD,6.6
4.3,194,infinix,blue,128GB,mediatek,Full HD,7.0
4.1,173,samsung,blue,128GB,intel,HD,6.5
4.3,309,vivo,black,128GB,intel,Full HD,6.4
4.1,121,motorola,blue,32GB,mediatek,HD,5.5
4.5,121,infinix,purple,64GB,mediatek,HD,6.5
4.1,145,realme,blue,32GB,mediatek,HD,6.5
4.2,109,realme,grey,64GB,mediatek,HD,6.5
4.1,149,redmi,blue,128GB,intel,Full HD,6.5
3.9,290,samsung,black,256GB,qualcomm,4K,7.6
4.2,243,infinix,blue,128GB,mediatek,Full HD,6.8
4.2,249,samsung,grey,256GB,qualcomm,Full HD,6.7
4.4,364,oneplus,green,128GB,intel,Full HD,6.5
4.2,102,samsung,grey,64GB,qualcomm,2K,6.3
4.4,164,redmi,gold,64GB,qualcomm,HD,6.0
4.4,206,realme,black,128GB,qualcomm,Full HD,6.4
4.3,171,redmi,black,64GB,intel,Full HD,6.6
4.3,279,realme,grey,128GB,qualcomm,Full HD,6.4
4.3,158,samsung,black,32GB,qualcomm,HD,6.4
4.1,121,vivo,blue,32GB,mediatek,HD,6.5
4.2,241,tecno,blue,128GB,mediatek,4K,6.7
4.3,139,redmi,grey,128GB,mediatek,Full HD,6.5
4.1,194,redmi,white,128GB,intel,Full HD,6.4
4.1,378,samsung,black,256GB,samsung,2K,6.9
4.3,297,oneplus,grey,64GB,qualcomm,Full HD,6.4
3.9,364,oneplus,grey,128GB,intel,Full HD,6.4
4.4,225,vivo,black,256GB,qualcomm,Full HD,6.6
4.2,199,redmi,white,128GB,intel,HD,6.4
4.4,182,oppo,gold,64GB,mediatek,HD,6.6
4.2,194,infinix,green,128GB,mediatek,Full HD,6.7
4.2,127,tecno,blue,64GB,mediatek,HD,6.3
4.3,121,infinix,black,64GB,mediatek,HD,6.8
4.4,255,vivo,blue,128GB,qualcomm,4K,6.4
4.3,249,oneplus,silver,256GB,intel,4K,6.6
4.2,188,redmi,green,128GB,intel,Full HD,6.6
4.2,212,mi,gold,64GB,qualcomm,Full HD,6.0
4.3,243,realme,blue,128GB,qualcomm,Full HD,6.7
4.2,103,tecno,green,32GB,mediatek,HD,6.5
4.2,121,redmi,white,64GB,qualcomm,HD,6.2
4.4,158,vivo,blue,128GB,mediatek,Full HD,6.6
4.3,364,oppo,black,128GB,qualcomm,Full HD,6.7
4.2,109,redmi,green,32GB,intel,HD,6.5
3.9,188,tecno,black,128GB,mediatek,4K,6.8
4.5,303,vivo,purple,128GB,qualcomm,Full HD,6.4
4.1,182,samsung,blue,64GB,samsung,Full HD,6.6
4.3,170,redmi,white,128GB,intel,Full HD,6.7
4.0,118,tecno,black,128GB,mediatek,HD,6.6
4.5,313,oneplus,black,128GB,intel,Full HD,6.7
4.2,218,samsung,blue,128GB,mediatek,HD,6.5
4.4,200,redmi,white,128GB,mediatek,Full HD,6.4
4.5,364,realme,green,256GB,mediatek,Full HD,6.7
3.9,225,oneplus,silver,256GB,intel,4K,6.6
4.5,359,samsung,white,128GB,samsung,Full HD,6.5
4.2,206,samsung,silver,128GB,qualcomm,HD,6.5
4.4,200,vivo,black,128GB,qualcomm,Full HD,6.6
4.4,194,vivo,blue,64GB,mediatek,HD,6.3
4.2,170,motorola,grey,128GB,qualcomm,Full HD,6.6
4.7,156,tecno,white,64GB,mediatek,HD,6.6
4.2,291,redmi,black,128GB,intel,Full HD,6.7
4.6,279,oneplus,blue,128GB,intel,Full HD,6.4
4.2,121,infinix,black,64GB,mediatek,Full HD,6.7
4.3,243,samsung,green,128GB,samsung,Full HD,6.6
4.2,291,samsung,green,128GB,samsung,Full HD,6.7
4.4,230,oppo,purple,128GB,qualcomm,HD,6.5
4.2,375,oneplus,black,256GB,intel,4K,6.7
4.3,230,oppo,gold,64GB,mediatek,HD,5.5
3.8,145,vivo,gold,32GB,mediatek,HD,6.5
4.2,279,mi,black,128GB,qualcomm,Full HD,6.7
4.3,139,samsung,blue,32GB,samsung,HD,5.6
4.2,303,vivo,blue,128GB,mediatek,Full HD,6.4
4.2,118,redmi,black,128GB,mediatek,HD,6.7
4.4,212,samsung,black,128GB,samsung,2K,6.7
4.3,372,oneplus,black,256GB,intel,Full HD,6.7
4.3,218,oppo,black,128GB,qualcomm,Full HD,6.6
4.1,247,oppo,gold,128GB,qualcomm,Full HD,6.4
4.2,121,infinix,white,64GB,mediatek,Full HD,6.7
4.5,109,redmi,gold,32GB,qualcomm,HD,5.5
4.3,182,redmi,black,128GB,mediatek,Full HD,6.5
4.3,121,oppo,blue,32GB,mediatek,HD,6.5
4.4,133,oppo,black,32GB,mediatek,HD,6.5
4.3,194,oppo,blue,128GB,mediatek,HD,6.5
4.6,279,oneplus,grey,128GB,intel,Full HD,6.4
4.3,364,vivo,white,128GB,mediatek,Full HD,6.4
4.5,316,oneplus,black,128GB,intel,Full HD,6.7
4.3,133,samsung,black,32GB,mediatek,HD,6.2
4.2,291,mi,silver,128GB,qualcomm,Full HD,6.7
4.3,155,oppo,white,128GB,mediatek,HD,6.5
4.4,194,realme,blue,128GB,mediatek,Full HD,6.5
4.2,328,xiaomi,black,128GB,mediatek,Full HD,6.7
4.2,340,samsung,blue,128GB,qualcomm,Full HD,6.5
4.0,334,oneplus,green,256GB,intel,4K,6.7
4.3,176,vivo,blue,64GB,mediatek,HD,6.5
4.3,206,realme,gold,128GB,mediatek,Full HD,6.6
4.5,194,redmi,black,64GB,qualcomm,Full HD,6.3
4.3,388,oneplus,green,128GB,intel,Full HD,6.7
4.3,291,vivo,blue,128GB,mediatek,Full HD,6.4
4.4,151,oppo,blue,64GB,mediatek,HD,6.6
4.5,205,realme,white,64GB,qualcomm,4K,6.4
4.5,176,tecno,white,128GB,intel,HD,6.6
4.4,322,realme,white,256GB,qualcomm,Full HD,6.6
4.0,279,oneplus,grey,256GB,qualcomm,Full HD,6.4
4.3,139,vivo,black,64GB,qualcomm,HD,6.5
4.3,249,vivo,black,256GB,qualcomm,Full HD,6.6
4.3,298,samsung,purple,256GB,samsung,Full HD,6.4
4.3,182,redmi,gold,128GB,qualcomm,Full HD,6.7
4.4,170,vivo,black,128GB,mediatek,Full HD,6.6
4.3,133,samsung,blue,32GB,samsung,HD,6.4
4.4,263,oneplus,blue,256GB,qualcomm,2K,6.8
4.3,222,oneplus,blue,128GB,intel,Full HD,6.6
4.4,375,samsung,blue,128GB,qualcomm,4K,6.7
4.3,108,tecno,blue,64GB,mediatek,HD,6.6
4.4,350,oneplus,grey,128GB,intel,Full HD,6.7
4.2,243,redmi,white,128GB,intel,Full HD,6.6
4.2,364,motorola,black,256GB,mediatek,Full HD,6.5
4.2,130,tecno,blue,64GB,mediatek,4K,6.6
4.0,364,samsung,blue,128GB,intel,Full HD,6.7
4.2,383,xiaomi,black,256GB,intel,Full HD,6.5
4.3,170,redmi,black,64GB,qualcomm,Full HD,6.4
4.4,401,oppo,blue,128GB,mediatek,Full HD,6.4
4.4,182,realme,black,64GB,mediatek,Full HD,6.5
4.2,140,samsung,black,64GB,intel,4K,6.4
4.0,322,xiaomi,white,128GB,intel,4K,6.7
4.1,145,motorola,grey,128GB,qualcomm,Full HD,6.5
4.3,163,oppo,black,64GB,mediatek,HD,6.5
4.2,157,oppo,white,64GB,mediatek,HD,6.5
4.2,355,vivo,blue,256GB,mediatek,Full HD,6.4
4.3,243,oneplus,grey,128GB,intel,Full HD,6.7
4.3,185,samsung,gold,32GB,samsung,Full HD,5.5
4.4,352,samsung,blue,128GB,intel,4K,6.7
4.5,242,realme,blue,128GB,qualcomm,4K,6.4
4.2,109,redmi,black,32GB,intel,HD,6.5
4.4,170,oppo,blue,64GB,mediatek,HD,6.5
4.3,364,oneplus,black,128GB,intel,Full HD,6.7
4.2,182,motorola,grey,128GB,qualcomm,Full HD,6.8
4.3,182,infinix,black,64GB,mediatek,HD,7.0
4.3,182,redmi,black,128GB,mediatek,Full HD,6.5
4.2,157,motorola,blue,64GB,qualcomm,HD,6.5
4.5,115,oppo,blue,64GB,mediatek,HD,6.6
4.2,182,infinix,blue,128GB,mediatek,Full HD,6.8
4.3,102,redmi,black,32GB,mediatek,HD,6.5
4.3,206,samsung,black,128GB,intel,4K,6.4
4.2,121,tecno,grey,64GB,intel,HD,6.6
4.3,162,oppo,blue,64GB,mediatek,HD,6.5
4.4,291,oppo,purple,128GB,mediatek,4K,6.5
4.4,437,oppo,white,256GB,mediatek,Full HD,6.4
4.3,145,oppo,white,64GB,mediatek,HD,6.5
4.0,371,mi,white,256GB,intel,Full HD,6.7
4.4,243,oppo,black,32GB,qualcomm,Full HD,6.0
4.3,371,realme,black,128GB,qualcomm,Full HD,6.6
4.1,194,redmi,black,128GB,intel,HD,6.4
4.2,194,oppo,blue,128GB,mediatek,HD,6.6
4.2,126,redmi,green,128GB,intel,HD,6.7
4.3,107,tecno,gold,64GB,mediatek,Full HD,6.6
4.0,133,redmi,grey,128GB,intel,HD,6.5
4.2,243,redmi,white,128GB,intel,Full HD,6.4
4.1,194,redmi,black,128GB,qualcomm,Full HD,6.7
4.5,218,redmi,black,64GB,qualcomm,Full HD,6.3
4.5,182,redmi,blue,64GB,qualcomm,Full HD,6.0
4.2,151,samsung,blue,64GB,qualcomm,HD,6.4
4.3,182,redmi,white,128GB,mediatek,Full HD,6.5
4.3,311,oneplus,black,128GB,intel,4K,6.6
4.4,182,mi,black,64GB,qualcomm,Full HD,6.4
4.2,376,samsung,purple,128GB,mediatek,4K,6.6
4.1,230,redmi,green,128GB,qualcomm,Full HD,6.7
4.3,121,redmi,black,64GB,qualcomm,HD,6.7
4.4,359,oneplus,green,256GB,qualcomm,Full HD,6.5
4.3,194,redmi,blue,128GB,intel,Full HD,6.7
4.4,121,redmi,blue,64GB,qualcomm,HD,6.0
4.6,291,samsung,black,128GB,mediatek,Full HD,6.4
4.2,236,redmi,black,128GB,intel,Full HD,6.6
4.3,115,vivo,blue,32GB,mediatek,HD,6.5
4.2,364,oneplus,blue,256GB,intel,2K,6.7
4.1,194,motorola,grey,128GB,mediatek,Full HD,6.5
4.3,145,redmi,black,64GB,mediatek,Full HD,6.5
3.9,367,oneplus,black,128GB,intel,Full HD,6.5
4.4,170,vivo,gold,128GB,mediatek,Full HD,6.6
